,ID,유형,분류,발신처,발송시간,내용,0,1,2,3,4
108,205825,기타,안전안내,경남경찰청,2023-10-02 15:13,"창원시에서 실종된 홍기연씨(여, 82세)를 찾습니다- 160cm, 65kg, 붉은색패딩상의, 갈색바지, 검정파마 vo.la/g1MX3 / ☎182",경상남도 창원시 의창구 , 경상남도 창원시 성산구 , 경상남도 창원시 마산합포구 , 경상남도 창원시 마산회원구 , 경상남도 창원시 진해구
109,205824,기타,안전안내,경기남부경찰청,2023-10-02 14:41,"수원시에서 배회중인 이현진씨(여, 73세)를 찾습니다- 158cm,50kg, 회색꽃무늬긴팔,검정바지,검정운동화 vo.la/uuuGO / ☎182",경기도 수원시 장안구 , 경기도 수원시 권선구 , 경기도 수원시 팔달구 , 경기도 수원시 영통구,
110,205823,기타,안전안내,경기남부경찰청,2023-10-02 14:40,"화성시에서 실종된 이현진씨(여, 73세)를 찾습니다- 158cm, 50kg, 회색꽃무늬긴팔,검정바지,검정운동화 vo.la/uuuGO / ☎182",경기도 화성시,,,,
111,205822,화재,안전안내,김포시,2023-10-02 11:58,오늘 11:11경 김포시 장기동 804-35(장기교차로 인근) 화재사고 발생. 이 지역을 우회하여 주시고 인근 주민은 안전사고 발생에 유의 바랍니다.,경기도 김포시 운양동, 경기도 김포시 장기동, 경기도 김포시 감정동,,
112,205821,기타,안전안내,포항시,2023-10-02 11:18,"오천읍 무장산(진전리, 갈평리 일대)에서 실종된 김정구 씨(남, 72세)를 찾습니다. 160cm 안경미착용, 갈색 바지, 회색 긴티 착용 ☎182",경상북도 포항시 남구 오천읍,,,,
113,205820,화재,안전안내,남양주시,2023-10-01 18:18,금일 17:59경 오남읍 오남리 840-3 창고 화재 발생. 이 지역을 우회하여 주시고 인근 주민은 안전사고 발생에 유의 바랍니다.,경기도 남양주시 오남읍,,,,
114,205819,기타,안전안내,서울경찰청,2023-10-01 16:12,"은평구에서 배회중인 김경민(남, 18세)을 찾습니다-160cm,흰색(팔부분 파란색)긴팔티,하늘색청바지,검정운동화 vo.la/C5Xwh / ☎182",서울특별시 은평구,,,,
115,205818,기타,안전안내,경기북부경찰청,2023-10-01 16:11,"고양시에서 실종된 김경민(남,18세)을 찾습니다-160cm,흰색(팔부분 파란색)긴팔티,하늘색청바지,검정운동화 vo.la/C5Xwh / ☎182",경기도 고양시 덕양구 , 경기도 고양시 일산동구 , 경기도 고양시 일산서구,,
116,205817,기타,안전안내,울산경찰청,2023-10-01 15:30,"남구에서 배회중인 김두선씨(여, 80세)를 찾습니다 -164cm, 보라색(흰무늬)셔츠,긴바지,초록색구두,파란색통 vo.la/EObZO / ☎182",울산광역시 남구,,,,
117,205816,기타,안전안내,울산경찰청,2023-10-01 15:29,"울주군에서 실종된 김두선씨(여, 80세)를 찾습니다 -164cm, 보라색(흰무늬)셔츠,긴바지,초록색구두,파란색통 vo.la/EObZO / ☎182",울산광역시 울주군,,,,
118,205815,기타,안전안내,제주경찰청,2023-10-01 14:10,"연동에서 실종된 소선자씨(여, 82세)를 찾습니다 - 160cm, 45kg, 안경, 자주색브라운스, 회색바지 vo.la/9it64 / ☎182",제주특별자치도 제주시,,,,
119,205814,기타,안전안내,경기남부경찰청,2023-10-01 13:57,"안산시에서 실종된 손금자씨(여,73세)를 찾습니다 -163cm,짧은백발머리,빨간색추리닝(팔에 흰줄),검정바지 vo.la/oXxw1 / ☎182",경기도 안산시 상록구 , 경기도 안산시 단원구,,,
120,205813,교통통제,안전안내,진안군,2023-10-01 13:41,"남부마이산 관광객이 급증하여, 화전삼거리부터 마이산남부 1주차장 구간 교통이 혼잡하오니 북부마이산으로 우회하여 주시기 바랍니다.",전북특별자치도 진안군,,,,
121,205812,기타,안전안내,전남경찰청,2023-10-01 13:12,"여수시 봉계동에서 실종된 이성일씨(남, 29세)를 찾습니다 -170cm,안경,흰모자,파랑반팔티,검정바지(흰색줄) vo.la/yKHvj / ☎182",전라남도 여수시,,,,
122,205811,기타,안전안내,목포시,2023-10-01 10:12,대조기인 10월1일~10월2일(오후2시~7시) 바닷물 수위가 최고 5m 이상 상승이 예상되니 해안가 주차차량 이동 등 피해가 없도록 대비하시기 바랍니다,전라남도 목포시,,,,
123,205810,기타,안전안내,강원경찰청,2023-10-01 8:28,"원주시에서 실종된 김성태씨(남, 38세)를 찾습니다 -170cm, 검정색트레이닝복 상의(등에 흰꽃), 연갈색신발 vo.la/sifJa / ☎182",강원특별자치도 원주시,,,,
124,205809,기타,안전안내,경북경찰청,2023-10-01 8:15,"울진군에서 배회중인 서미자씨(여, 25세)를 찾습니다 -160cm, 보통체격, 단발머리, 흰색검정색 가로줄무늬반팔 vo.la/6ChZg / ☎182",경상북도 울진군,,,,
125,205808,기타,안전안내,경북경찰청,2023-10-01 8:14,"영덕군에서 실종된 서미자씨(여, 25세)를 찾습니다 -160cm, 보통체격, 단발머리, 흰색검정색 가로줄무늬반팔 vo.la/6ChZg / ☎182",경상북도 영덕군,,,,
